,pdb id,unfiltered lig,metal,covalent lig,lig,lig filtered,lig num,res,res lig,res site frac,res filtered,res filtered lig,res num,lig (type),lig num (type),lig (mass),lig num (mass),rna frac,ribosomal rna,viral rna,ribozyme,riboswitch,aptamer,primer complex,splicing-related,other structure,type num,elements,elements out,size dim1,size dim2,size dim3,size
1117,7EAF,"['BA', 'HOH', 'NA', 'SAM']","['BA', 'NA']",[],"['HOH', 'SAM']",['SAM'],1,[101],['SAM'],[0.9407894736842105],[101],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],48.61315,27.80911,51.540146,51.540146
1125,6MPI,"['I', 'MG', 'PAR', 'RSP', 'ZN']","['MG', 'ZN']","['RSP', 'RSP']","['I', 'PAR']",['I' 'PAR'],2,"[34, 1693]","['I', 'PAR']","[1.0, 0.944578313253012]","[34, 1693]","['I', 'PAR']",2,"['I', 'PAR']",2.0,"['I', 'PAR']",2,0.6293633507449741,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],300.01282,182.69017,137.29816,300.01282
1129,6C64,"['EKM', 'K']",['K'],[],['EKM'],['EKM'],1,[101],['EKM'],[1.0],[101],['EKM'],1,['EKM'],1.0,['EKM'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],37.62466,63.484486,52.217922,63.484486
1133,6JBG,"['HOH', 'S81']",[],[],"['HOH', 'S81']",['S81'],1,[301],['S81'],[1.0],[301],['S81'],1,['S81'],1.0,['S81'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],38.150078,37.113235,47.072437,47.072437
1136,4JYA,"['MG', 'PAR', 'PSU']",['MG'],"['PSU', 'PSU', 'PSU']",['PAR'],['PAR'],1,[1614],['PAR'],[0.946987951807229],[1614],['PAR'],1,['PAR'],1.0,['PAR'],1,0.6322652613763127,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],151.20586,196.98016,140.6725,196.98016
1138,3NPN,['SAH'],[],[],['SAH'],['SAH'],1,[55],['SAH'],[0.9228486646884273],[55],['SAH'],1,['SAH'],1.0,['SAH'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],176.54498,108.4882,34.691223,176.54498
1144,2BCZ,"['DA', 'HOH', 'I', 'NCO', 'SO4']",['SO4'],[],"['DA', 'HOH', 'I', 'NCO']",['I'],1,[8],['I'],[1.0],[8],['I'],1,['I'],1.0,"['DA', 'I']",2,1.0,0,0,1,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],51.802917,41.464714,81.741486,81.741486
1146,6UC9,"['ACT', 'CMG', 'HOH', 'NCO']",['ACT'],[],"['CMG', 'HOH', 'NCO']",['CMG'],1,[109],['CMG'],[1.0],[109],['CMG'],1,['CMG'],1.0,['CMG'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],55.085224,37.396423,28.219864,55.085224
1150,3IRW,"['C2E', 'GTP', 'HOH', 'IRI', 'MG']","['IRI', 'MG']",['GTP'],"['C2E', 'HOH']",['C2E'],1,[1],['C2E'],[1.0],[1],['C2E'],1,['C2E'],1.0,['C2E'],1,0.724371010138941,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],35.199276,43.589775,60.895565,60.895565
1153,6WTL,"['2BA', 'GTP', 'HOH', 'K', 'MG', 'SO4']","['MG', 'K', 'SO4']",['GTP'],"['2BA', 'HOH']",['2BA'],1,"[201, 202]","['2BA', '2BA']","[1.0, 1.0]","[201, 202]","['2BA', '2BA']",2,['2BA'],1.0,['2BA'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],87.0808,52.829346,58.848465,87.0808
1155,4K31,"['AM2', 'HOH']",[],[],"['AM2', 'HOH']",['AM2'],1,"[101, 102]","['AM2', 'AM2']","[1.0, 1.0]","[101, 102]","['AM2', 'AM2']",2,['AM2'],1.0,['AM2'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],38.187214,30.58868,37.21304,38.187214
1158,4JI4,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'MA6']",['MA6'],1,"[1518, 1519]","['MA6', 'MA6']","[1.0, 1.0]","[1518, 1519]","['MA6', 'MA6']",2,['MA6'],1.0,['MA6'],1,0.6279301064784117,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],298.87756,181.64668,139.98587,298.87756
1159,2ET4,"['HOH', 'NMY']",[],[],"['HOH', 'NMY']",['NMY'],1,"[50, 51]","['NMY', 'NMY']","[1.0, 1.0]","[50, 51]","['NMY', 'NMY']",2,['NMY'],1.0,['NMY'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],33.726196,50.430992,32.927834,50.430992
1160,4NXN,"['0TD', '2MG', '4OC', '5MC', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.8496583143507973],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6281091617933723,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.95038,181.645,138.80498,297.95038
1161,3CPW,"['ACE', 'CD', 'CL', 'HOH', 'K', 'MG', 'NA', 'SR', 'ZLD']","['MG', 'K', 'NA', 'CL', 'SR', 'CD']",['ACE'],"['HOH', 'ZLD']",['ZLD'],1,[9500],['ZLD'],[0.9652777777777778],[9500],['ZLD'],1,['ZLD'],1.0,['ZLD'],1,0.6812207298754087,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],156.96513,213.66394,202.66823,213.66394
1163,6V9D,"['BR', 'K', 'QW4']","['BR', 'K']",[],['QW4'],['QW4'],1,"[101, 102]","['QW4', 'QW4']","[1.0, 1.0]","[101, 102]","['QW4', 'QW4']",2,['QW4'],1.0,['QW4'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],38.65553,42.609276,33.851624,42.609276
1165,3MUM,"['C2E', 'GTP', 'HOH', 'MG']",['MG'],['GTP'],"['C2E', 'HOH']",['C2E'],1,[1],['C2E'],[1.0],[1],['C2E'],1,['C2E'],1.0,['C2E'],1,0.7326323695080736,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],32.933342,39.69991,67.7938,67.7938
1168,3BNR,"['5BU', 'HOH', 'K', 'PAR']",['K'],"['5BU', '5BU', '5BU', '5BU', '5BU', '5BU', '5BU', '5BU']","['HOH', 'PAR']",['PAR'],1,[24],['PAR'],[1.0],[24],['PAR'],1,['PAR'],1.0,['PAR'],1,1.0,1,0,0,0,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],43.01,61.10133,32.965183,61.10133
1171,5XZ1,"['GET', 'HOH']",[],[],"['GET', 'HOH']",['GET'],1,"[301, 101, 102]","['GET', 'GET', 'GET']","[1.0, 1.0, 1.0]","[301, 101, 102]","['GET', 'GET', 'GET']",3,['GET'],1.0,['GET'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],43.044895,44.592403,57.303776,57.303776
1172,3SKT,"['CCC', 'GNG', 'GTP', 'HOH', 'MG', 'MN']","['MN', 'MG']","['GTP', 'CCC', 'GTP', 'CCC']","['GNG', 'HOH']",['GNG'],1,[89],['GNG'],[1.0],[89],['GNG'],1,['GNG'],1.0,['GNG'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],53.732193,30.191715,72.49142,72.49142
1181,7TD7,"['MG', 'MN', 'VIB']","['MN', 'MG']",[],['VIB'],['VIB'],1,[104],['VIB'],[1.0],[104],['VIB'],1,['VIB'],1.0,['VIB'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],33.217834,39.499996,53.539753,53.539753
1184,1Q7Y,"['CD', 'CL', 'DA', 'HOH', 'K', 'MG', 'NA', 'PO4', 'PUY']","['MG', 'K', 'NA', 'CL', 'PO4', 'CD']",[],"['DA', 'HOH', 'PUY']",['PUY'],1,[78],['PUY'],[0.9288617886178862],[78],['PUY'],1,['PUY'],1.0,"['DA', 'PUY']",2,0.681598584931734,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],157.11664,213.89769,203.20247,213.89769
1185,6FZ0,"['CBV', 'HOH', 'MG', 'NA', 'SAM', 'SO4']","['SO4', 'NA', 'MG']","['CBV', 'CBV']","['HOH', 'SAM']",['SAM'],1,[104],['SAM'],[0.9006479481641468],[104],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['BR' 'C' 'H' 'N' 'O' 'P'],['BR'],51.205093,119.356995,54.14747,119.356995
1190,6YMM,"['CBV', 'HOH', 'NA', 'SAM']",['NA'],"['CBV', 'CBV', 'CBV', 'CBV']","['HOH', 'SAM']",['SAM'],1,"[201, 101]","['SAM', 'SAM']","[1.0, 1.0]","[201, 101]","['SAM', 'SAM']",2,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],76.63294,41.43804,39.16278,76.63294
1193,6WQQ,['RD8'],[],[],['RD8'],['RD8'],1,[3001],['RD8'],[1.0],[3001],['RD8'],1,['RD8'],1.0,['RD8'],1,0.7423861310448571,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],360.46378,372.5487,297.72705,372.5487
1196,4AQY,"['AM2', 'HOH', 'K', 'MG', 'ZN']","['MG', 'K', 'ZN']",[],"['AM2', 'HOH']",['AM2'],1,"[3001, 3002, 3003, 3004, 3005]","['AM2', 'AM2', 'AM2', 'AM2', 'AM2']","[0.8491048593350383, 1.0, 0.9285714285714286, 0.9717948717948718, 0.9975308641975309]","[3001, 3002, 3003, 3004, 3005]","['AM2', 'AM2', 'AM2', 'AM2', 'AM2']",5,['AM2'],1.0,['AM2'],1,0.6311506870346204,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],297.94214,182.22119,139.92163,297.94214
1198,2A04,"['HOH', 'MG', 'NMY']",['MG'],[],"['HOH', 'NMY']",['NMY'],1,"[17, 18, 1]","['NMY', 'NMY', 'NMY']","[1.0, 1.0, 1.0]","[17, 18, 1]","['NMY', 'NMY', 'NMY']",3,['NMY'],1.0,['NMY'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],53.87253,50.13007,67.13603,67.13603
1200,1K73,"['ANM', 'CD', 'CL', 'HOH', 'K', 'MG', 'NA']","['MG', 'K', 'NA', 'CL', 'CD']",[],"['ANM', 'HOH']",['ANM'],1,[9000],['ANM'],[0.9922279792746114],[9000],['ANM'],1,['ANM'],1.0,['ANM'],1,0.6814682917118273,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],157.09584,214.5781,202.55228,214.5781
1201,7EON,"['GTP', 'HOH', 'J8U', 'MG']",['MG'],['GTP'],"['HOH', 'J8U']",['J8U'],1,[102],['J8U'],[1.0],[102],['J8U'],1,['J8U'],1.0,['J8U'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],58.18806,41.729923,34.663067,58.18806
1204,2ET3,"['HOH', 'LLL']",[],[],"['HOH', 'LLL']",['LLL'],1,"[50, 51]","['LLL', 'LLL']","[1.0, 1.0]","[50, 51]","['LLL', 'LLL']",2,['LLL'],1.0,['LLL'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],33.890064,36.62672,59.68325,59.68325
1207,2OTJ,"['13T', '1MA', 'CD', 'CL', 'HOH', 'K', 'MG', 'NA', 'OMG', 'OMU', 'PSU', 'UR3']","['MG', 'K', 'NA', 'CL', 'CD']","['1MA', '1MA', 'OMU', 'OMG', 'OMU', 'OMG', 'UR3', 'UR3', 'PSU', 'PSU']","['13T', 'HOH']",['13T'],1,[9000],['13T'],[0.6030150753768844],[9000],['13T'],1,['13T'],1.0,['13T'],1,0.6768783837316783,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],154.36284,213.81209,207.65628,213.81209
1209,3MXH,"['C2E', 'GTP', 'HOH', 'MG']",['MG'],['GTP'],"['C2E', 'HOH']",['C2E'],1,[1],['C2E'],[1.0],[1],['C2E'],1,['C2E'],1.0,['C2E'],1,0.7327327327327328,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],33.093884,39.02536,71.28239,71.28239
1215,2HOO,"['BFT', 'CA', 'HOH']",['CA'],[],"['BFT', 'HOH']",['BFT'],1,[95],['BFT'],[1.0],[95],['BFT'],1,['BFT'],1.0,['BFT'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],35.885418,38.637707,102.379234,102.379234
1217,2GIS,"['HOH', 'IRI', 'MG', 'SAM']","['MG', 'IRI']",[],"['HOH', 'SAM']",['SAM'],1,[301],['SAM'],[0.94],[301],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],82.79804,81.6928,51.72531,82.79804
1219,7KVV,"['747', 'GTP', 'HOH', 'MG']",['MG'],['GTP'],"['747', 'HOH']",['747'],1,[302],['747'],[1.0],[302],['747'],1,['747'],1.0,['747'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],120.87782,41.345787,91.17772,120.87782
1222,4KQY,"['HOH', 'MG', 'SAM']",['MG'],[],"['HOH', 'SAM']",['SAM'],1,[201],['SAM'],[0.9427966101694916],[201],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],45.394104,45.382267,47.56625,47.56625
1225,7D81,"['HOH', 'MG', 'NAD']",['MG'],[],"['HOH', 'NAD']",['NAD'],1,[104],['NAD'],[1.0],[104],['NAD'],1,['NAD'],1.0,['NAD'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],66.36132,28.475094,39.48448,66.36132
1226,4DV7,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.8490990990990991],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6279496080190335,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],298.04718,183.41309,139.65367,298.04718
1227,4GPY,"['6HS', 'HOH']",[],[],"['6HS', 'HOH']",['6HS'],1,"[101, 102]","['6HS', '6HS']","[1.0, 1.0]","[101, 102]","['6HS', '6HS']",2,['6HS'],1.0,['6HS'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],32.645916,29.467415,57.00821,57.00821
